Kód,Název,Popis,Určuje,Subjekty,Skupina,Předpisy,Verze,Aktualizace,Status,Agendy
"P318","Evidovat údaje o certifikátech po stanovenou dobu","Vede-li Správa státních služeb vytvářejících důvěru evidenci certifikátů a osob nebo jejich součástí, kterým byl certifikát vydán, eviduje údaje o certifikátech v rozsahu identifikátor, počátek a konec platnosti, datum a čas aktivace a datum a čas zneplatnění po dobu jejich platnosti a následujících 15 let po ukončení jejich platnosti.","§ 15 odst. 4 zákona 297/2016","[""Státní správa služeb vytvářeicích důvěru""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 297/2016""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P319","Řešit přestupky podle zákona 297/2016","Přestupky podle zákona 297/2016 projednává DIA.","§ 18 zákona 297/2016","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 297/2016""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P320","Rozhodnout o udělení akreditace pro správu kvalifikovaného systému","DIA rozhodne o udělení akreditace pro správu kvalifikovaného systému (dále jen „akreditace“) na základě písemné žádosti.","§ 5 odst. 1 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P322","Rozhodnout o žádosti o udělení akreditace pro správu kvalifikovaného systému","DIA rozhodne o žádosti o udělení akreditace do 3 měsíců ode dne jejího podání. Splňuje-li žadatel o akreditaci podmínky pro udělení akreditace, DIA udělí akreditaci. V opačném případě DIA žádost zamítne.","§ 5 odst. 5 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P323","Oznámit Digitální a informační agentuře konec splnění některé z podmínek pro udělení akreditace pro správu kvalifikovaného systému","Akreditovaná osoba je povinna bez zbytečného odkladu písemně oznámit Digitální a informační agentuře, že přestala splňovat některou z podmínek pro udělení akreditace.","§ 5 odst. 7 zákona 250/2017","[""Kvalifikovaní poskytovatelé EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P324","Rozhodnout o změně akreditace na základě žádosti o rozšíření správy kvalifikovaného systému","DIA rozhodne o změně akreditace na základě písemné žádosti akreditované osoby o rozšíření správy kvalifikovaného systému o vydávání a používání dalšího prostředku pro elektronickou identifikaci.","§ 6 odst. 1 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P325","Doložit v žádosti o rozšíření správy kvalifikovaného systému splnění technických podmínek","Akreditovaná osoba je povinna v žádosti o rozšíření správy kvalifikovaného systému o vydávání a používání dalšího prostředku pro elektronickou identifikaci doložit splnění skutečnosti, že jí vydávaný prostředek pro elektronickou identifikaci a jí spravovaný systém elektronické identifikace splňují technické specifikace, normy a postupy stanovené příslušným předpisem Evropské unie ve vztahu k dalšímu prostředku pro elektronickou identifikaci.","§ 6 odst. 2 zákona 250/2017","[""Kvalifikovaní poskytovatelé EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P326","Rozhodnout o rozšíření správy kvalifikovaného systému o vydávání a používání dalšího prostředku pro elektronickou identifikaci","DIA rozhodne o žádosti o rozšíření správy kvalifikovaného systému o vydávání a používání dalšího prostředku pro elektronickou identifikaci do 3 měsíců ode dne jejího podání. Splňuje-li akreditovaná osoba ve vztahu k dalšímu prostředku pro elektronickou identifikaci podmínku, že jí vydávaný prostředek pro elektronickou identifikaci a jí spravovaný systém elektronické identifikace splňují technické specifikace, normy a postupy stanovené příslušným předpisem Evropské unie ve vztahu k dalšímu prostředku pro elektronickou identifikaci, DIA změní akreditaci. V opačném případě DIA žádost zamítne.","§ 6 odst. 3 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P327","Upozornit akreditovanou osobu na nesplnění některých podmínek pro udělení akreditace","Přestane-li akreditovaná osoba splňovat některou z podmínek pro udělení akreditace, DIA ji písemně upozorní na možnost odnětí akreditace a zároveň ji vyzve, aby bez zbytečného odkladu zjednala nápravu. Nezjedná-li akreditovaná osoba ani na základě upozornění ministerstva nápravu, DIA jí akreditaci odejme.","§ 7 odst. 1 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P328","Odejmout akreditaci při pokračujícím nesplnění podmínek","Přestane-li akreditovaná osoba splňovat některou z podmínek pro udělení akreditace, DIA ji písemně upozorní na možnost odnětí akreditace a zároveň ji vyzve, aby bez zbytečného odkladu zjednala nápravu. Nezjedná-li akreditovaná osoba ani na základě upozornění ministerstva nápravu, DIA jí akreditaci odejme.","§ 7 odst. 1 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P329","Odejmout akreditaci pro správu kvalifikovaného systému na žádost","DIA odejme akreditaci, jestliže o to akreditovaná osoba písemně požádala.","§ 7 odst. 2 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P330","Pojistit se pro případ odpovědnosti za škodu způsobenou při správě kvalifikovaného systému","Žadatel o akreditaci musí být pojištěn pro případ odpovědnosti za škodu způsobenou při správě kvalifikovaného systému tak, aby výše pojistné částky byla úměrná možným škodám, které lze v rozumné míře předpokládat. Digitální a informační agentura stanoví vyhláškou pravidla pro výpočet minimálního limitu pojistného plnění.","§ 9 odst. 1 zákona 250/2017","[""Kvalifikovaní poskytovatelé EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P331","Nahradit škodu způsobenou při správě kvalifikovaného systému","Akreditovaná osoba je povinna nahradit škodu způsobenou při správě kvalifikovaného systému bez ohledu na sjednaný limit pojistného plnění.","§ 9 odst. 2 zákona 250/2017","[""KvalifikovaNí správci EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P332","Obstarat si výpis z evidence Rejstříku trestů pro poskytovatele QRSP","DIA si vyžádá výpis z evidence Rejstříku trestů za účelem zjištění bezúhonnosti podle zákona o Rejstříku trestů. Žádost o vydání výpisu z evidence Rejstříku trestů a výpis z evidence Rejstříku trestů se předává v elektronické podobě, a to způsobem umožňujícím dálkový přístup.","§ 10 odst. 6 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P333","Provést posouzení prostředku pro elektronickou identifikaci a systém elektronické identifikace","Prostředek pro elektronickou identifikaci a systém elektronické identifikace posuzuje osoba, která k tomu byla pověřena Digitální a informační agenturou. V případě, že DIA nepověří žádnou osobu, posuzuje prostředek DIA.","§ 11 odst. 1 a § 14 zákona 250/2017","[""Posuzovatelé prostředků EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","2","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P334","Pověřit posuzováním osobu pověřenou k provádění atestací","DIA pověří posuzováním prostředku pro elektronickou identifikaci a systému elektronické identifikace na základě žádosti osobu pověřenou k provádění atestací podle zákona o informačních systémech veřejné správy. Pověření k posuzování prostředku pro elektronickou identifikaci a systému elektronické identifikace nelze převést na jinou osobu.","§ 11 odst. 2 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P335","Upozornit osobu pověřenou k provádění atestací na možnost odnětí pověření při neplnění povinností","Přestane-li pověřená osoba plnit povinnosti stanovené tímto zákonem, DIA ji písemně upozorní na možnost odnětí pověření a zároveň ji vyzve, aby bez zbytečného odkladu zjednala nápravu. Nezjedná-li pověřená osoba ani na základě upozornění ministerstva nápravu, DIA jí pověření odejme.","§ 12 odst. 1 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P337","Odejmout pověření k provádění atestací při pokračování neplnění povinností","Přestane-li pověřená osoba plnit povinnosti stanovené tímto zákonem, DIA ji písemně upozorní na možnost odnětí pověření a zároveň ji vyzve, aby bez zbytečného odkladu zjednala nápravu. Nezjedná-li pověřená osoba ani na základě upozornění ministerstva nápravu, DIA jí pověření odejme.","§ 12 odst. 1 zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P338","Potvrdit žádost o udělení akreditace pro správu kvalifikovaného systému","Splňuje-li prostředek pro elektronickou identifikaci a systém elektronické identifikace technické specifikace, normy a postupy stanovené příslušným předpisem Evropské unie, pověřená osoba písemně potvrdí tuto skutečnost žadateli o posouzení do 3 měsíců ode dne podání žádosti o posouzení. Neposuzuje-li prostředek pověřená osoba, potvrdí tuto skutečnost žadateli Digitální a informační agentura.","§ 13 odst. 2 a § 14 zákona 250/2017","[""Posuzovatelé prostředků EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P339","Sdělit důvody nesplnění technických požadavků","Nesplňuje-li prostředek pro elektronickou identifikaci a systém elektronické identifikace technické specifikace, normy a postupy stanovené příslušným předpisem Evropské unie, pověřená osoba písemně vyrozumí o této skutečnosti žadatele o posouzení do 3 měsíců ode dne podání žádosti o posouzení a sdělí mu důvody nesplnění požadavků. Neposuzuje-li prostředek pověřená osoba, vyrozumí žadatele Digitální a informační agentura.","§ 13 odst. 4 a § 14 zákona 250/2017","[""Posuzovatelé prostředků EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","3","06.10.2023 0:00","Platné","[""(doplnit)""]"
"P340","Uvést v plánu ukončení postupy při ukončení vydávání a používání prostředků pro elektronickou identifikaci a poskytnutí služby autentizace","Státní orgán nebo žadatel o akreditaci v plánu ukončení činnosti uvede postupy při ukončení vydávání a používání prostředků pro elektronickou identifikaci a poskytnutí služby autentizace, včetně způsobu, jakým jsou správce národního bodu a držitelé prostředků pro elektronickou identifikaci informováni o ukončení činnosti kvalifikovaného správce.","§ 15 zákona 250/2017","[""Kvalifikovaní poskytovatelé EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P341","Zajistit dostupnost spravovaného kvalifikovaného systému","Kvalifikovaný správce zajistí dostupnost jím spravovaného kvalifikovaného systému pro spoléhající se stranu způsobem umožňujícím dálkový přístup prostřednictvím národního bodu a pro národní bod způsobem umožňujícím dálkový přístup","§ 16 odst. 1 písm. a) zákona 250/2017","[""Kvalifikovaní poskytovatelé EID""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
